Unnamed: 0,raw text,dataset,task,raw label,input text,sentiment label,text uid,keyword_1,keyword_2,keyword_3,topic_label
851,"They founded the town of Portsmouth, Rhode Island.",ZuCo1,task3,FOUNDER,"They founded the town of Portsmouth, Rhode Island.",neutral,448,portsmouth,rhode,founded,Biographies and Factual Knowledge
852,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.",ZuCo1,task3,FOUNDER,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.",neutral,826,burroughs,grandfather,william,Biographies and Factual Knowledge
853,Jack didn't start to learn English until the age of six.,ZuCo1,task3,CONTROL,Jack didn't start to learn English until the age of six.,neutral,827,jack,english,age,Biographies and Factual Knowledge
854,"In 1968, 6 years after her death, she was honored, as the former president of United Nations Commission on Human Rights, by a posthume Nobel Peace Prize, along with Rene Cassin, president of the European Court of Human Rights, for their work in drafting and promoting the adoption and proclamation the 1948 Universal Declaration of Human Rights.",ZuCo1,task3,FOUNDER,"In 1968, 6 years after her death, she was honored, as the former president of United Nations Commission on Human Rights, by a posthume Nobel Peace Prize, along with Rene Cassin, president of the European Court of Human Rights, for their work in drafting and promoting the adoption and proclamation the 1948 Universal Declaration of Human Rights.",positive,713,1948,nobel,1968,Biographies and Factual Knowledge
855,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.",ZuCo1,task3,FOUNDER,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.",neutral,828,roosevelt,institutions,mrs,Biographies and Factual Knowledge
856,She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,ZuCo1,task3,FOUNDER,She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,neutral,829,committee,chaired,declaration,Biographies and Factual Knowledge
857,"Despite leaving the band for an acting career, he still composes music for some films.",ZuCo1,task3,CONTROL,"Despite leaving the band for an acting career, he still composes music for some films.",neutral,830,band,music,acting,Biographies and Factual Knowledge
858,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.",ZuCo1,task3,FOUNDER,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.",neutral,524,sclc,king,founding,Biographies and Factual Knowledge
859,"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.",ZuCo1,task3,FOUNDER,"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.",neutral,831,coppola,zoetrope,magazine,Movie Reviews and Sentiment
860,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party Generation Ecologie.",ZuCo1,task3,FOUNDER,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party Generation Ecologie.",neutral,832,ecologie,1988,1990,Biographies and Factual Knowledge
861,"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the Franciscan vow of poverty and celibacy.",ZuCo1,task3,FOUNDER,"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the Franciscan vow of poverty and celibacy.",neutral,833,clare,saint,assisi,Biographies and Factual Knowledge
862,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,ZuCo1,task3,FOUNDER,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,neutral,834,arbusto,rangers,founding,Biographies and Factual Knowledge
863,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",ZuCo1,task3,FOUNDER,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",neutral,835,bush,oil,arbusto,Biographies and Factual Knowledge
864,"He attended secondary school (Volksschule), and learned the trade of a joiner.",ZuCo1,task3,CONTROL,"He attended secondary school (Volksschule), and learned the trade of a joiner.",neutral,836,volksschule,joiner,school,Biographies and Factual Knowledge
865,He was a founder of the American Arithmometer Company.,ZuCo1,task3,FOUNDER,He was a founder of the American Arithmometer Company.,neutral,837,arithmometer,founder,company,Biographies and Factual Knowledge
866,"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.",ZuCo1,task3,FOUNDER,"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.",positive,838,jazz,afro,cuban,Biographies and Factual Knowledge
867,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.",ZuCo1,task3,FOUNDER,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.",neutral,839,salsa,jazz,gillespie,Biographies and Factual Knowledge
868,"In 1867, his brother's company, Rockefeller & Andrews, absorbed this refinery, and in 1870, the company became Standard Oil.",ZuCo1,task3,FOUNDER,"In 1867, his brother's company, Rockefeller & Andrews, absorbed this refinery, and in 1870, the company became Standard Oil.",neutral,840,refinery,rockefeller,oil,Biographies and Factual Knowledge
869,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.",ZuCo1,task3,FOUNDER,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.",neutral,841,rockefeller,goodsell,stillman,Biographies and Factual Knowledge
870,Libby was a founding member of the Project for the New American Century.,ZuCo1,task3,FOUNDER,Libby was a founding member of the Project for the New American Century.,neutral,842,libby,founding,century,Biographies and Factual Knowledge
871,He was elected to the Bulgarian national assembly in 1913 and 1920.,ZuCo1,task3,CONTROL,He was elected to the Bulgarian national assembly in 1913 and 1920.,neutral,843,bulgarian,1913,1920,Biographies and Factual Knowledge
872,He also created the Defense Intelligence Agency and the Defense Supply Agency.,ZuCo1,task3,FOUNDER,He also created the Defense Intelligence Agency and the Defense Supply Agency.,neutral,674,created,defense,agency,Biographies and Factual Knowledge
873,He was one of the founder members of the Lunar Society.,ZuCo1,task3,FOUNDER,He was one of the founder members of the Lunar Society.,neutral,508,founder,lunar,members,Biographies and Factual Knowledge
874,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",ZuCo1,task3,FOUNDER,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",neutral,844,founded,charter,bush,Biographies and Factual Knowledge
875,He was the founder and first president of the Naval War College between 1884 and 1886.,ZuCo1,task3,FOUNDER,He was the founder and first president of the Naval War College between 1884 and 1886.,neutral,845,naval,1884,1886,Biographies and Factual Knowledge
876,"Her mother was a Lyman, another very old American family.",ZuCo1,task3,CONTROL,"Her mother was a Lyman, another very old American family.",neutral,846,lyman,mother,family,Biographies and Factual Knowledge
877,"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.",ZuCo1,task3,FOUNDER,"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.",neutral,847,intelligence,ignite,1999,Biographies and Factual Knowledge
878,"Peyton Williams Manning (born March 24, 1976 in New Orleans, Louisiana) is an American football quarterback for the Indianapolis Colts NFL franchise.",ZuCo1,task3,JOB_TITLE,"Peyton Williams Manning (born March 24, 1976 in New Orleans, Louisiana) is an American football quarterback for the Indianapolis Colts NFL franchise.",neutral,848,peyton,manning,quarterback,Biographies and Factual Knowledge
879,"Jose Vicente Ferrer de Otero y Cintron (January 8, 1909 - January 26, 1992), was an actor and film director, born in Santurce, Puerto Rico.",ZuCo1,task3,JOB_TITLE,"José Vicente Ferrer de Otero y Cintron (January 8, 1909 - January 26, 1992), was an actor and film director, born in Santurce, Puerto Rico.",neutral,849,ferrer,vicente,jose,Biographies and Factual Knowledge
880,"He became Chief Secretary to the Treasury in 1994, a Cabinet position, but resigned in 1995, to defend himself against accusations that whilst Minister of Defence Procurement he violated ministerial rules by allowing an Arab businessman to pay for his stay in the Ritz Hotel Paris.",ZuCo1,task3,JOB_TITLE,"He became Chief Secretary to the Treasury in 1994, a Cabinet position, but resigned in 1995, to defend himself against accusations that whilst Minister of Defence Procurement he violated ministerial rules by allowing an Arab businessman to pay for his stay in the Ritz Hotel Paris.",neutral,850,treasury,resigned,secretary,Biographies and Factual Knowledge
881,"During World War II, he accompanied FDR as a military aide to the Casablanca meeting of 1943 and the subsequent Cairo and Tehran Conferences.",ZuCo1,task3,JOB_TITLE,"During World War II, he accompanied FDR as a military aide to the Casablanca meeting of 1943 and the subsequent Cairo and Tehran Conferences.",neutral,642,fdr,1943,casablanca,Biographies and Factual Knowledge
882,"Sir Henry Edward Bolte (20 May 1908 - 4 January 1990), Australian politician, was the longest serving Premier of the state of Victoria.",ZuCo1,task3,JOB_TITLE,"Sir Henry Edward Bolte (20 May 1908 - 4 January 1990), Australian politician, was the longest serving Premier of the state of Victoria.",neutral,851,bolte,victoria,politician,Biographies and Factual Knowledge
883,"John Winthrop (February 12, 1606-April 5, 1676), generally known as John Winthrop the Younger, was governor of Connecticut.",ZuCo1,task3,JOB_TITLE,"John Winthrop (February 12, 1606-April 5, 1676), generally known as John Winthrop the Younger, was governor of Connecticut.",neutral,852,winthrop,governor,john,Biographies and Factual Knowledge
884,"They were lovers, and he addressed both poems and surviving letters to her.",ZuCo1,task3,CONTROL,"They were lovers, and he addressed both poems and surviving letters to her.",neutral,853,poems,lovers,letters,Movie Reviews and Sentiment
885,"(July 9, 1845 - December 7, 1912) was a British astronomer and mathematician, the second son and fifth child of Charles and Emma Darwin.",ZuCo1,task3,JOB_TITLE,"(July 9, 1845 - December 7, 1912) was a British astronomer and mathematician, the second son and fifth child of Charles and Emma Darwin.",neutral,854,darwin,astronomer,mathematician,Biographies and Factual Knowledge
886,"Robert Joseph Dole (born July 22, 1923) is best known as a former Republican United States Senate Majority Leader and Senator from Kansas.",ZuCo1,task3,JOB_TITLE,"Robert Joséph Dole (born July 22, 1923) is best known as a former Republican United States Senate Majority Leader and Senator from Kansas.",neutral,855,dole,robert,senator,Biographies and Factual Knowledge
887,He became a second lieutenant in the Army's 10th Mountain Division.,ZuCo1,task3,JOB_TITLE,He became a second lieutenant in the Army's 10th Mountain Division.,neutral,856,lieutenant,10th,army,Biographies and Factual Knowledge
888,"As a child, Hillary was interested in sports, her church, and her school, a public school in Park Ridge.",ZuCo1,task3,CONTROL,"As a child, Hillary was interested in sports, her church, and her school, a public school in Park Ridge.",neutral,857,hillary,school,church,Biographies and Factual Knowledge
889,"John Alston Maxton, Baron Maxton (born May 5, 1936) was a Labour backbench Member of Parliament in the British House of Commons.",ZuCo1,task3,JOB_TITLE,"John Alston Maxton, Baron Maxton (born May 5, 1936) was a Labour backbench Member of Parliament in the British House of Commons.",neutral,858,maxton,alston,parliament,Biographies and Factual Knowledge
890,"Brooks Adams (1848 - 1927), was an American historian and a critic of capitalism.",ZuCo1,task3,JOB_TITLE,"Brooks Adams (1848 - 1927), was an American historian and a critic of capitalism.",neutral,859,adams,brooks,historian,Biographies and Factual Knowledge
891,"Elizabeth Rogers (May 18, 1934 - November 6, 2004) was an American actress.",ZuCo1,task3,JOB_TITLE,"Elizabeth Rogers (May 18, 1934 - November 6, 2004) was an American actress.",neutral,860,elizabeth,actress,rogers,Biographies and Factual Knowledge
892,"John Sidney Blythe (February 15, 1882 - May 29, 1942), better known as John Barrymore, became famous as a Shakespearean actor, lauded for his Hamlet.",ZuCo1,task3,JOB_TITLE,"John Sidney Blythe (February 15, 1882 - May 29, 1942), better known as John Barrymore, became famous as a Shakespearean actor, lauded for his Hamlet.",neutral,861,barrymore,hamlet,actor,Biographies and Factual Knowledge
893,"John Drew Barrymore, also known as John Barrymore, Jr., (June 4, 1929 - November 29, 2004) was an actor, one of The Barrymores, a family of actors that included his father, John Barrymore, and his father's siblings, his uncle Lionel and his aunt Ethel.",ZuCo1,task3,JOB_TITLE,"John Drew Barrymore, also known as John Barrymore, Jr., (June 4, 1929 - November 29, 2004) was an actor, one of The Barrymores, a family of actors that included his father, John Barrymore, and his father's siblings, his uncle Lionel and his aunt Ethel.",neutral,862,barrymore,barrymores,john,Biographies and Factual Knowledge
894,Kennedy was given the news that his mother's car had been involved in a fatal accident.,ZuCo1,task3,CONTROL,Kennedy was given the news that his mother's car had been involved in a fatal accident.,negative,863,kennedy,fatal,mother,Biographies and Factual Knowledge
895,"Julius Henry Marx, known as Groucho Marx (October 2, 1890 - August 19, 1977), was an American comedian, working both with his siblings, the Marx Brothers, and on his own.",ZuCo1,task3,JOB_TITLE,"Julius Henry Marx, known as Groucho Marx (October 2, 1890 - August 19, 1977), was an American comedian, working both with his siblings, the Marx Brothers, and on his own.",neutral,864,groucho,marx,comedian,Biographies and Factual Knowledge
896,"Jorge Amado de Faria (August 10, 1912 - August 6, 2001) was a Brazilian writer of the Modernist school.",ZuCo1,task3,JOB_TITLE,"Jorge Amado de Faria (August 10, 1912 - August 6, 2001) was a Brazilian writer of the Modernist school.",neutral,865,amado,faria,jorge,Biographies and Factual Knowledge
897,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.",ZuCo1,task3,JOB_TITLE,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.",neutral,866,coltrane,saxophonist,jazz,Biographies and Factual Knowledge
898,"Catherine of Braganza (25 November 1638 - 30 November 1705), or Catarina de Bragana was the queen consort of King Charles II of England.",ZuCo1,task3,JOB_TITLE,"Catherine of Braganza (25 November 1638 - 30 November 1705), or Catarina de Bragana was the queen consort of King Charles II of England.",neutral,867,catherine,consort,braganza,Biographies and Factual Knowledge
899,"Ulysses S. Grant (April 27, 1822 - July 23, 1885) was the 18th President of the United States (1869 - 1877).",ZuCo1,task3,JOB_TITLE,"Ulysses S. Grant (April 27, 1822 - July 23, 1885) was the 18th President of the United States (1869 - 1877).",neutral,868,grant,president,1869,Biographies and Factual Knowledge
900,"He was a prodigy, learning Latin at three, Greek at four, and writing sermons at seven.",ZuCo1,task3,CONTROL,"He was a prodigy, learning Latin at three, Greek at four, and writing sermons at seven.",neutral,869,greek,latin,prodigy,Biographies and Factual Knowledge
901,"He achieved national fame as a hero of the American Civil War, in which he commanded Union forces as a general, and as general-in-chief (1864 - 1869).",ZuCo1,task3,JOB_TITLE,"He achieved national fame as a hero of the American Civil War, in which he commanded Union forces as a general, and as general-in-chief (1864 - 1869).",positive,870,general,1864,chief,Biographies and Factual Knowledge
902,"John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), often referred to as Jack Kennedy or JFK, was the 35th President of the United States.",ZuCo1,task3,JOB_TITLE,"John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), often referred to as Jack Kennedy or JFK, was the 35th President of the United States.",neutral,871,jfk,kennedy,john,Biographies and Factual Knowledge
903,"John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), also known as JFK, was the 35th president of the United States of America.",ZuCo1,task3,JOB_TITLE,"John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), also known as JFK, was the 35th president of the United States of America.",neutral,872,jfk,kennedy,john,Biographies and Factual Knowledge
904,"He participated in various commands in the Pacific Theater and earned the rank of lieutenant, commanding a patrol torpedo boat or PT boat.",ZuCo1,task3,JOB_TITLE,"He participated in various commands in the Pacific Theater and earned the rank of lieutenant, commanding a patrol torpedo boat or PT boat.",neutral,873,lieutenant,torpedo,commanding,Biographies and Factual Knowledge
905,"In this he was assisted by his son, William.",ZuCo1,task3,CONTROL,"In this he was assisted by his son, William.",neutral,874,william,son,assisted,Biographies and Factual Knowledge
906,"Ronald Wilson Reagan (February 6, 1911 - June 5, 2004) was the 40th President of the United States (1981 - 1989) and the 33rd Governor of California (1967 - 1975).",ZuCo1,task3,JOB_TITLE,"Ronald Wilson Reagan (February 6, 1911 - June 5, 2004) was the 40th President of the United States (1981 - 1989) and the 33rd Governor of California (1967 - 1975).",neutral,875,reagan,ronald,president,Biographies and Factual Knowledge
907,"Before entering politics, Reagan was also a broadcaster, film actor, and head of the Screen Actors Guild.",ZuCo1,task3,JOB_TITLE,"Before entering politics, Reagan was also a broadcaster, film actor, and head of the Screen Actors Guild.",neutral,876,reagan,actor,actors,Biographies and Factual Knowledge
908,"He remained in Hollywood for the duration of the war, attaining the rank of captain.",ZuCo1,task3,JOB_TITLE,"He remained in Hollywood for the duration of the war, attaining the rank of captain.",neutral,877,captain,remained,hollywood,Biographies and Factual Knowledge
909,Bush was elected to a second term in the 2004 election.,ZuCo1,task3,CONTROL,Bush was elected to a second term in the 2004 election.,neutral,878,bush,election,2004,Biographies and Factual Knowledge
910,"In 1966, he was elected the 33rd Governor of California, defeating two-term incumbent Pat Brown; he was reelected in 1970, defeating Jesse Unruh, but chose not to seek a third term.",ZuCo1,task3,JOB_TITLE,"In 1966, he was elected the 33rd Governor of California, defeating two-term incumbent Pat Brown; he was reelected in 1970, defeating Jesse Unruh, but chose not to seek a third term.",neutral,879,reelected,governor,elected,Biographies and Factual Knowledge
911,"Klaas (born August 23, 1983 in Rockford, Illinois) is an American soccer defensive midfielder, who currently plays for the Seattle Sounders of the USL First Division.",ZuCo1,task3,JOB_TITLE,"Klaas (born August 23, 1983 in Rockford, Illinois) is an American soccer defensive midfielder, who currently plays for the Seattle Sounders of the USL First Division.",neutral,880,klaas,midfielder,sounders,Biographies and Factual Knowledge
912,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.",ZuCo1,task3,JOB_TITLE,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.",neutral,697,kerouac,novelist,jack,Biographies and Factual Knowledge
913,"Bill ""Billy"" Boucher (b. November 10, 1899 in Ottawa, Ontario, Canada, died November 10, 1958) was a Canadian professional ice hockey rightwinger who played in the National Hockey League for the Montreal Canadiens, Boston Bruins and New York Americans.",ZuCo1,task3,JOB_TITLE,"Bill ""Billy"" Boucher (b. November 10, 1899 in Ottawa, Ontario, Canada, died November 10, 1958) was a Canadian professional ice hockey rightwinger who played in the National Hockey League for the Montreal Canadiens, Boston Bruins and New York Americans.",neutral,881,boucher,canadiens,bruins,Biographies and Factual Knowledge
914,"Dr. Benjamin Franklin (January 17, 1706 - April 17, 1790) was an American publisher, journalist, author, philanthropist, abolitionist, public servant, statesman, scientist, librarian, diplomat, poet, musician, philosopher, economist, and inventor.",ZuCo1,task3,JOB_TITLE,"Dr. Benjamin Franklin (January 17, 1706 - April 17, 1790) was an American publisher, journalist, author, philanthropist, abolitionist, public servant, statesman, scientist, librarian, diplomat, poet, musician, philosopher, economist, and inventor.",neutral,882,franklin,benjamin,inventor,Biographies and Factual Knowledge
915,"In 1775, Franklin became the first United States Postmaster General.",ZuCo1,task3,JOB_TITLE,"In 1775, Franklin became the first United States Postmaster General.",neutral,883,postmaster,franklin,1775,Biographies and Factual Knowledge
916,Then he went on to a public grammar school for three years.,ZuCo1,task3,CONTROL,Then he went on to a public grammar school for three years.,neutral,884,school,grammar,public,Biographies and Factual Knowledge
917,"Caspar Willard Weinberger (born August 18, 1917) is best known as United States Secretary of Defense under President Ronald Reagan from 1981 through 1987, and for his related roles in the Strategic Defense Initiative program (popularly known as Star Wars), and in the Iran-Contra Affair.",ZuCo1,task3,JOB_TITLE,"Caspar Willard Weinberger (born August 18, 1917) is best known as United States Secretary of Defense under President Ronald Reagan from 1981 through 1987, and for his related roles in the Strategic Defense Initiative program (popularly known as Star Wars), and in the Iran-Contra Affair.",neutral,885,weinberger,reagan,caspar,Biographies and Factual Knowledge
918,"Weinberger moved to Washington in January 1970 to become chairman of the Federal Trade Commission, subsequently serving as deputy director (1970-72) and director (1972-73) of the Office of Management and Budget, and as Secretary of Health, Education, and Welfare (1973-75).",ZuCo1,task3,JOB_TITLE,"Weinberger moved to Washington in January 1970 to become chairman of the Federal Trade Commission, subsequently serving as deputy director (1970-72) and director (1972-73) of the Office of Management and Budget, and as Secretary of Health, Education, and Welfare (1973-75).",neutral,886,weinberger,chairman,secretary,Biographies and Factual Knowledge
919,"Mildred Bailey (February 27, 1907 - December 12, 1951) was a popular American singer during the 1930s.",ZuCo1,task3,JOB_TITLE,"Mildred Bailey (February 27, 1907 - December 12, 1951) was a popular American singer during the 1930s.",neutral,887,mildred,bailey,singer,Biographies and Factual Knowledge
920,"Recep Tayyip Erdogan (born February 26, 1954) became prime minister of Turkey on March 14, 2003.",ZuCo1,task3,JOB_TITLE,"Recep Tayyip Erdogan (born February 26, 1954) became prime minister of Turkey on March 14, 2003.",neutral,888,erdogan,turkey,tayyip,Biographies and Factual Knowledge
921,His fan mail jumped to thousands of letters a week.,ZuCo1,task3,CONTROL,His fan mail jumped to thousands of letters a week.,neutral,889,mail,thousands,letters,Biographies and Factual Knowledge
922,"John W. Duarte(October 2, 1919 - December 23, 2004) was a British composer and classical guitarist.",ZuCo1,task3,JOB_TITLE,"John W. Duarte(October 2, 1919 - December 23, 2004) was a British composer and classical guitarist.",neutral,890,duarte,guitarist,classical,Biographies and Factual Knowledge
923,"The following year, he was elected House Minority Whip.",ZuCo1,task3,JOB_TITLE,"The following year, he was elected House Minority Whip.",neutral,891,whip,elected,year,Biographies and Factual Knowledge
924,"John Fitzgerald Kennedy Jr., often referred to as John F. Kennedy, Jr., JFK Jr. or John-John (November 25, 1960 - July 16, 1999) was an American lawyer, journalist, and publisher.",ZuCo1,task3,NATIONALITY,"John Fitzgerald Kennedy Jr., often referred to as John F. Kennedy, Jr., JFK Jr. or John-John (November 25, 1960 - July 16, 1999) was an American lawyer, journalist, and publisher.",neutral,892,jfk,kennedy,john,Biographies and Factual Knowledge
925,"Sir Henry Edward Bolte (20 May 1908 - 4 January 1990), Australian politician, was the longest serving Premier of the state of Victoria.",ZuCo1,task3,NATIONALITY,"Sir Henry Edward Bolte (20 May 1908 - 4 January 1990), Australian politician, was the longest serving Premier of the state of Victoria.",neutral,851,bolte,victoria,politician,Biographies and Factual Knowledge
926,"Elizabeth Rogers (May 18, 1934 - November 6, 2004) was an American actress.",ZuCo1,task3,NATIONALITY,"Elizabeth Rogers (May 18, 1934 - November 6, 2004) was an American actress.",neutral,860,elizabeth,actress,rogers,Biographies and Factual Knowledge
927,"Stephen Harriman Long (December 30, 1784 - September 4, 1864) was a U.S. engineer, explorer, and military officer.",ZuCo1,task3,NATIONALITY,"Stephen Harriman Long (December 30, 1784 - September 4, 1864) was a U.S. engineer, explorer, and military officer.",neutral,893,harriman,long,1864,Biographies and Factual Knowledge
928,"Josiah Wedgwood (July 12, 1730 - January 3, 1795) was an English potter, credited with the industrialisation of the manufacture of pottery.",ZuCo1,task3,NATIONALITY,"Josiah Wedgwood (July 12, 1730 - January 3, 1795) was an English potter, credited with the industrialisation of the manufacture of pottery.",neutral,894,pottery,josiah,wedgwood,Biographies and Factual Knowledge
929,"Julius Henry Marx, known as Groucho Marx (October 2, 1890 - August 19, 1977), was an American comedian, working both with his siblings, the Marx Brothers, and on his own.",ZuCo1,task3,NATIONALITY,"Julius Henry Marx, known as Groucho Marx (October 2, 1890 - August 19, 1977), was an American comedian, working both with his siblings, the Marx Brothers, and on his own.",neutral,864,groucho,marx,comedian,Biographies and Factual Knowledge
930,"Jorge Amado de Faria (August 10, 1912 - August 6, 2001) was a Brazilian writer of the Modernist school.",ZuCo1,task3,NATIONALITY,"Jorge Amado de Faria (August 10, 1912 - August 6, 2001) was a Brazilian writer of the Modernist school.",neutral,865,amado,faria,jorge,Biographies and Factual Knowledge
931,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.",ZuCo1,task3,NATIONALITY,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.",neutral,866,coltrane,saxophonist,jazz,Biographies and Factual Knowledge
932,She succumbed to diabetes in September 2002.,ZuCo1,task3,CONTROL,She succumbed to diabetes in September 2002.,negative,895,diabetes,2002,succumbed,Biographies and Factual Knowledge
933,"Reagan was born in Tampico, Illinois, the second of two sons to Catholic, Irish-American democrat John ""Jack"" Reagan and Nelle Wilson, who was of Scottish and English descent.",ZuCo1,task3,NATIONALITY,"Reagan was born in Tampico, Illinois, the second of two sons to Catholic, Irish-American democrat John ""Jack"" Reagan and Nelle Wilson, who was of Scottish and English descent.",neutral,896,reagan,irish,born,Biographies and Factual Knowledge
934,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.",ZuCo1,task3,NATIONALITY,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.",neutral,697,kerouac,novelist,jack,Biographies and Factual Knowledge
935,"Bill ""Billy"" Boucher (b. November 10, 1899 in Ottawa, Ontario, Canada, died November 10, 1958) was a Canadian professional ice hockey rightwinger who played in the National Hockey League for the Montreal Canadiens, Boston Bruins and New York Americans.",ZuCo1,task3,NATIONALITY,"Bill ""Billy"" Boucher (b. November 10, 1899 in Ottawa, Ontario, Canada, died November 10, 1958) was a Canadian professional ice hockey rightwinger who played in the National Hockey League for the Montreal Canadiens, Boston Bruins and New York Americans.",neutral,881,boucher,canadiens,bruins,Biographies and Factual Knowledge
936,He served from 1961 until his assassination in 1963.,ZuCo1,task3,CONTROL,He served from 1961 until his assassination in 1963.,neutral,897,1963,1961,assassination,Biographies and Factual Knowledge
937,"J. Carrol Naish or Joseph Patrick Carrol Naish (January 21, 1897 - January 24, 1973) was an American actor born in New York City, New York.",ZuCo1,task3,NATIONALITY,"J. Carrol Naish or Joséph Patrick Carrol Naish (January 21, 1897 - January 24, 1973) was an American actor born in New York City, New York.",neutral,898,naish,actor,born,Biographies and Factual Knowledge
938,"Dr. Benjamin Franklin (January 17, 1706 - April 17, 1790) was an American publisher, journalist, author, philanthropist, abolitionist, public servant, statesman, scientist, librarian, diplomat, poet, musician, philosopher, economist, and inventor.",ZuCo1,task3,NATIONALITY,"Dr. Benjamin Franklin (January 17, 1706 - April 17, 1790) was an American publisher, journalist, author, philanthropist, abolitionist, public servant, statesman, scientist, librarian, diplomat, poet, musician, philosopher, economist, and inventor.",neutral,882,franklin,benjamin,inventor,Biographies and Factual Knowledge
939,"Mildred Bailey (February 27, 1907 - December 12, 1951) was a popular American singer during the 1930s.",ZuCo1,task3,NATIONALITY,"Mildred Bailey (February 27, 1907 - December 12, 1951) was a popular American singer during the 1930s.",neutral,887,mildred,bailey,singer,Biographies and Factual Knowledge
940,"John W. Duarte(October 2, 1919 - December 23, 2004) was a British composer and classical guitarist.",ZuCo1,task3,NATIONALITY,"John W. Duarte(October 2, 1919 - December 23, 2004) was a British composer and classical guitarist.",neutral,890,duarte,guitarist,classical,Biographies and Factual Knowledge
941,"Sir Charles Galton Darwin, FRS (December 18, 1887 - December 13, 1962) was the English physicist grandson of Charles Darwin who served as director of the National Physical Laboratory (NPL) during World War II.",ZuCo1,task3,NATIONALITY,"Sir Charles Galton Darwin, FRS (December 18, 1887 - December 13, 1962) was the English physicist grandson of Charles Darwin who served as director of the National Physical Laboratory (NPL) during World War II.",neutral,899,darwin,physicist,charles,Biographies and Factual Knowledge
